date,sma_50,sma_200,ema_10,macd,macd_signal,macd_histogram,rsi,bollinger_middle,bollinger_upper,bollinger_lower,atr,vwma,stoch_k,stoch_d
2022-10-06,240.02,240.02,240.02,0.0,0.0,0.0,,240.02,,,10.369900000000001,240.02,58.91956527460066,58.91956527460066
2022-10-07,232.385,232.385,237.24363636363637,-1.21811965811969,-0.24362393162393803,-0.974495726495752,0.0,232.385,253.98004109743715,210.78995890256283,10.753478571428573,232.13692347929475,2.3499999998824945,30.634782637241575
2022-10-10,231.58333333333334,231.58333333333334,235.92297520661157,-1.741397228918629,-0.5431785910828762,-1.1982186378357529,26.945865381076757,231.58333333333334,247.10380153932937,216.06286512733732,10.671087244897961,231.39346191584252,28.67830423797114,29.982623170818098
2022-10-11,227.26,227.26,231.98970698722763,-3.3831514826338207,-1.1111731693930653,-2.2719783132407554,14.405249609169843,227.26,248.69943407213287,205.8205659278671,11.104581013119537,225.4890063510672,1.9293655983672646,10.985889945406967
2022-10-12,225.98200000000003,225.98200000000003,229.96794208045895,-4.10597146508718,-1.7101328285318882,-2.3958386365552915,29.271708292767286,225.98200000000003,245.40885460901998,206.55514539098007,11.099253797896715,224.44344525565612,26.011378001706387,18.87301594601493
2022-10-13,227.07000000000002,227.07000000000002,230.43013442946642,-3.6969447109969735,-2.1074952050249056,-1.589449505972068,46.85604649378833,227.07000000000002,245.24503782664567,208.89496217335437,11.930735669475522,226.3330767841185,63.84024577376833,30.593663124613993
2022-10-14,227.48857142857145,227.48857142857145,230.35192816956342,-3.534579650544572,-2.392912094128839,-1.141667556415733,44.29847902702811,227.48857142857145,244.22721903850467,210.74992381863822,11.742111693084416,226.95604864838825,56.12903225634014,48.660218677271615
2022-10-17,229.69,229.69,233.03339577509732,-2.1625320430613897,-2.346836083915349,0.18430404085395935,58.85026773178587,229.69,249.57058061813802,209.80941938186197,12.326396572149816,230.3957379259541,87.37409045097353,69.11445616036066
2022-10-18,230.93111111111114,230.93111111111114,234.45641472507964,-1.4011553472491016,-2.1576999365820995,0.7565445893329978,54.54152838727762,230.93111111111114,250.96322643736772,210.89899578485455,12.34879681699626,232.36669981678241,75.38819875581297,72.96377382104221
2022-10-19,235.07600000000002,235.07600000000002,241.35161204779243,1.7257483927434123,-1.3810102707169971,3.1067586634604094,71.34032266478154,235.07600000000002,267.3854801361252,202.76651986387486,14.212454187210813,242.54451742664526,89.75876868299896,84.17368596326183
2022-10-20,238.08363636363637,238.08363636363637,246.22586440273926,3.819296925298886,-0.3409488315138205,4.1602457568127065,67.73150505475488,238.08363636363637,274.6559048442513,201.51136788302142,14.054100316695754,244.74016210069027,83.51339351659743,82.88678698513645
2022-10-21,242.37416666666664,242.37416666666664,254.10661632951394,7.123936978722156,1.152028330533375,5.971908648188782,74.7188929271933,242.37416666666664,288.19503881291047,196.5532945204228,14.840950294074629,249.68518116073736,98.50670716149699,90.5929564536978
2022-10-24,245.4569230769231,245.4569230769231,259.25995881505685,9.063880758712173,2.7343988161691346,6.329481942543039,69.34143550995461,245.4569230769231,294.63787222366443,196.27597393018175,14.50445384449787,251.51240731585406,89.49633004189448,90.50547690666298
2022-10-25,248.71142857142857,248.71142857142857,265.03451175777377,11.164134366867188,4.4203459263087455,6.7437884405584425,71.95750190551117,248.71142857142857,301.87013426681574,195.5527228760414,14.549849998462308,253.86061857650418,92.34800838466867,93.45034852935339
2022-10-26,252.03866666666667,252.03866666666667,271.14096416545124,13.288673411810663,6.19401142340913,7.094661988401533,74.07054245311363,252.03866666666667,309.3817787784684,194.6955545548649,14.767003570000714,256.4732769972871,92.53461128761946,91.45964990472754
2022-10-27,254.845,254.845,275.831697953551,14.667743336916715,7.888757806110648,6.778985530806067,72.76528630609458,254.845,314.6199900878285,195.07000991217146,14.45721760071495,258.5522939945081,90.7454739074468,91.87603119324497
2022-10-28,257.2494117647059,257.2494117647059,279.4477528710872,15.48373551941387,9.407753348771292,6.075982170642577,71.77612872229844,257.2494117647059,318.4282902566283,196.07053327278345,14.06010205780674,259.8098664421187,89.44621938136908,90.9087681921451
2022-10-31,259.17333333333335,259.17333333333335,281.7081614399804,15.640268021149097,10.654256283246854,4.986011737902244,68.61448361626351,259.17333333333335,320.72975756919914,197.61690909746758,13.635801910820541,260.60714483395833,85.35676251240302,88.51615193373964
2022-11-01,260.6247368421053,260.6247368421053,282.624859359984,15.175440003749031,11.55849302734729,3.616946976401742,64.5253236190124,260.6247368421053,321.7703180828062,199.47915560140436,13.610387488619073,261.19267310563475,79.8935037265187,84.89882854009693
2022-11-02,261.2435,261.2435,280.874884930896,13.541452924546718,11.955085006787176,1.5863679177595422,55.05462289573217,261.2435,321.01501100121544,201.47198899878452,13.673216953717711,261.57620605073686,57.133473462202666,74.12791323370813
2022-11-03,261.6157142857143,261.6157142857143,278.7267240343694,11.792643071330701,11.92259661969588,-0.12995354836517947,52.66908719513368,262.6955,321.7021970240176,203.68880297598236,13.231558599880731,262.36756440648577,48.65927277764061,61.89541665545399
2022-11-04,261.5781818181818,261.5781818181818,275.46550148266584,9.628388706887051,11.463755037134117,-1.8353663302470657,47.97056844750166,264.4975,320.762530319392,208.23246968060798,13.690018699889253,263.47113042522795,33.961708394197956,46.58481821134708
2022-11-07,261.4486956521739,261.4486956521739,272.3990466676357,7.648321740933852,10.700668377894065,-3.0523466369602126,46.780442867063826,265.9285,319.9064628620499,211.95053713795005,13.359660221325733,264.4069626719439,12.159133358009766,31.593371509949446
2022-11-08,261.53249999999997,261.53249999999997,270.77376545533826,6.397519169421457,9.840038536199543,-3.442519366778086,49.75930498513753,268.387,316.63716306490034,220.13683693509967,13.062534491231036,266.8644782266378,21.23645872205382,22.45243349142051
2022-11-09,261.25759999999997,261.25759999999997,267.843989918004,4.642645141376988,8.800559857235033,-4.157914715858045,44.8626942193023,270.0765,313.4399545501891,226.71304544981092,12.789482027571674,268.53791784737354,4.800149420903982,12.731913833655858
2022-11-10,261.78499999999997,261.78499999999997,269.13962811473056,4.8350071405857875,8.007449313905184,-3.1724421733193964,55.69830817174279,272.1995,311.81451707553254,232.58448292446744,13.35451902560227,270.88517536389935,42.7344041829897,22.923670775315838
2022-11-11,262.8348148148148,262.8348148148148,272.95605936659774,6.1399630414975945,7.633952059423666,-1.4939890179260713,61.74202278012757,275.206,310.1927183220629,240.21928167793715,13.765074809487825,273.6818824887942,71.04968247906146,39.52807869431839
