date,sma_50,sma_200,ema_10,macd,macd_signal,macd_histogram,rsi,bollinger_middle,bollinger_upper,bollinger_lower,atr,vwma,stoch_k,stoch_d
2022-10-06,238.13,238.13,238.13,0.0,0.0,0.0,,238.13,,,9.230000000000018,238.13,30.11917659478661,30.11917659478661
2022-10-07,230.6,230.6,235.39181818181817,-1.20136752136753,-0.240273504273506,-0.9610940170940239,0.0,230.6,251.89805624933882,209.30194375066117,9.721428571428588,229.88155810830432,4.654255318942554,17.38671595686458
2022-10-10,228.0533333333333,228.0533333333333,233.13148760330574,-2.137694012223932,-0.6197576058635912,-1.5179364063603407,0.0,228.0533333333333,245.50697860683803,210.5996880598286,9.643597959183689,227.7555454231676,17.549519864481088,17.440983926070086
2022-10-11,225.165,225.165,230.10758076634107,-3.362249593239966,-1.168256003338866,-2.1939935899011,0.0,225.165,243.51073519922272,206.81926480077726,9.722626676384854,224.84823184832996,5.070993914635867,9.09158969935317
2022-10-12,223.58,223.58,227.7680206270063,-4.224311662773999,-1.7794671352258928,-2.4448445275481063,3.9171475905962296,223.58,240.97738486094966,206.18261513905037,9.584574770928795,223.45460995598515,17.326882370204856,13.315798716440604
2022-10-13,223.26999999999998,223.26999999999998,226.66838051300516,-4.49419719687873,-2.3224131475564604,-2.1717840493222695,23.463635748544988,223.26999999999998,238.90462823350782,207.63537176649214,10.097819430148167,223.1069902985015,40.406673617299084,20.934849967379936
2022-10-14,220.65857142857143,220.65857142857143,222.72685678336785,-5.989016949275538,-3.055733907900276,-2.9332830413752617,12.905325404358422,220.65857142857143,240.52434577734,200.79279707980288,10.95511804228044,220.0100312436636,2.0534388915870307,19.92899829303032
2022-10-17,220.495,220.495,222.1128828227555,-5.946394055007801,-3.633865937321781,-2.3125281176860195,38.49033812386673,220.495,238.9103941814218,202.07960581857822,11.37760961068898,219.9268228495996,37.58040573880304,26.680172749229715
2022-10-18,220.4611111111111,220.4611111111111,221.76326776407265,-5.778226328102818,-4.062738015477988,-1.7154883126248297,39.607930620072025,220.4611111111111,237.68833504430606,203.23388717791616,11.462780352782625,219.9551155493489,39.65858485799953,26.430809829463197
2022-10-19,220.619,220.619,221.81358271605944,-5.433043905848422,-4.336799193552075,-1.0962447122963468,42.102948764946426,220.619,236.89165040216594,204.34634959783406,11.01186747044101,220.13478070892972,44.23552696575367,40.49150585418541
2022-10-20,219.4063636363636,219.4063636363636,219.17111313132136,-6.278122704300415,-4.725063895701743,-1.5530588085986725,31.072947527410577,219.4063636363636,236.8138523069956,201.9988749657316,11.656734079695223,218.43395151940314,12.40018788134335,32.09809990169885
